pH,BOD,SS,DO,CG,Type
7.718,1.654,20.174,9.659,66.451,2
8.404,1.967,20.875,8.436,96.958,2
6.778,0.916,4.904,9.566,81.717,2
6.605,1.38,1.093,9.329,5.427,2
7.174,1.667,15.471,9.055,84.323,2
8.178,1.689,1.723,8.709,41.274,2
7.94,0.42,16.185,8.342,89.501,2
6.876,0.708,3.809,8.416,64.437,2
7.861,1.986,24.775,9.158,70.163,2
8.49,0.025,19.626,9.518,89.502,2
8.127,0.522,13.267,7.627,72.837,2
7.302,1.621,20.114,8.714,62.026,2
7.374,1.243,8.434,9.578,93.985,2
6.883,2.0,9.411,9.296,29.024,2
7.427,1.156,3.016,7.951,79.231,2
7.994,0.035,20.382,8.58,52.217,2
8.284,1.796,3.367,9.98,89.994,2
6.532,0.027,0.749,9.599,54.503,2
7.959,1.888,16.145,9.199,21.25,2
7.563,1.286,15.892,9.145,92.115,2
8.484,0.589,5.624,8.868,88.87,2
6.584,1.732,17.714,8.015,68.36,2
7.284,1.884,22.622,8.081,84.796,2
7.429,0.576,0.487,7.995,62.125,2
7.021,0.569,23.692,8.84,99.412,2
8.276,1.234,8.287,7.709,61.67,2
8.267,1.962,19.708,9.51,42.755,2
7.678,0.62,20.617,9.554,93.834,2
7.727,1.909,2.889,9.228,14.359,2
8.058,0.675,4.231,8.83,67.298,2
8.378,1.958,5.388,7.651,28.974,2
8.492,1.399,10.324,7.645,7.685,2
7.734,1.57,23.522,8.672,40.415,2
8.033,1.041,3.816,8.737,14.682,2
7.832,1.179,14.865,9.416,71.624,2
8.37,1.353,17.864,8.739,79.485,2
6.677,1.98,15.068,9.431,68.797,2
7.4,1.735,22.082,8.677,0.328,2
7.136,1.698,9.397,9.267,7.454,2
7.459,0.683,4.415,9.801,56.677,2
8.13,1.068,12.747,8.755,97.662,2
6.662,1.412,24.401,8.875,11.292,2
7.949,1.909,16.861,8.646,87.133,2
7.634,1.689,8.528,8.014,6.315,2
7.954,1.785,9.89,9.448,18.044,2
6.869,0.644,17.021,8.734,86.292,2
7.079,0.37,5.624,9.99,56.79,2
7.178,0.69,0.067,8.216,94.745,2
7.314,0.365,7.562,7.745,85.422,2
8.39,0.548,22.565,9.257,87.805,2
8.169,1.925,24.245,8.844,2.249,2
6.943,0.918,1.493,9.337,74.167,2
6.883,1.703,1.855,8.013,96.595,2
7.873,1.99,16.865,7.813,92.57,2
6.904,0.736,8.597,8.388,68.597,2
8.207,1.046,4.208,8.591,36.013,2
8.217,0.093,12.823,8.168,56.489,2
7.147,0.106,1.151,9.727,92.305,2
7.645,1.96,7.445,8.701,26.156,2
7.266,1.156,12.792,9.921,36.831,2
7.061,0.679,12.708,9.198,78.807,2
7.18,0.136,21.468,7.69,84.258,2
7.076,0.976,0.419,9.805,87.298,2
6.608,1.52,13.968,7.763,8.746,2
8.349,1.531,6.091,9.168,73.627,2
7.601,1.636,8.052,8.529,65.149,2
6.856,1.859,8.496,9.209,97.148,2
6.71,1.486,13.954,7.703,48.12,2
6.902,1.496,20.218,8.521,89.4,2
6.86,1.793,1.742,8.914,99.524,2
7.714,1.344,17.634,8.701,29.632,2
7.137,0.846,2.838,9.247,55.707,2
8.278,1.501,17.553,8.905,76.106,2
8.173,0.436,3.654,9.555,93.948,2
8.399,1.055,15.257,7.54,20.069,2
8.24,1.421,0.552,8.791,50.85,2
6.609,1.793,13.976,7.829,3.709,2
8.088,0.998,7.335,7.923,50.076,2
6.695,1.779,2.652,8.777,95.957,2
7.02,0.614,9.245,8.762,97.973,2
8.334,1.542,19.682,9.58,98.668,2
7.73,0.686,23.922,7.527,97.783,2
7.736,1.074,15.122,7.676,45.163,2
7.501,1.865,24.669,7.557,1.799,2
6.919,0.769,11.853,9.409,62.065,2
6.896,0.115,6.819,8.651,53.543,2
8.283,0.599,21.0,8.2,69.753,2
7.57,0.167,20.213,9.822,67.148,2
6.635,0.562,24.756,9.304,83.33,2
6.957,1.766,9.146,7.715,99.248,2
7.395,1.672,12.668,9.816,0.079,2
8.372,1.493,11.461,8.427,98.72,2
6.629,1.945,1.685,9.328,18.797,2
7.021,1.832,9.225,9.439,89.135,2
8.262,0.954,18.202,8.591,52.7,2
8.329,1.409,10.504,7.638,24.578,2
7.026,1.912,15.837,9.637,60.655,2
7.9,1.134,5.414,8.893,66.573,2
6.542,0.573,10.151,8.913,55.875,2
8.136,1.436,12.785,7.911,47.264,2
7.737,1.427,15.145,8.542,47.278,2
8.178,1.577,0.648,7.749,51.459,2
6.663,1.13,12.298,7.775,63.528,2
8.426,0.905,18.574,7.586,68.585,2
7.542,1.246,8.889,8.85,98.225,2
6.546,1.642,2.9,8.07,11.782,2
6.944,0.579,10.293,7.847,97.719,2
8.187,0.868,11.472,9.336,85.889,2
8.253,1.28,16.688,7.837,17.316,2
7.355,1.63,21.461,8.017,48.777,2
8.161,1.959,19.167,9.223,80.432,2
7.748,0.23,8.276,9.347,99.483,2
8.086,0.94,0.972,8.081,77.021,2
8.249,1.208,12.521,9.736,12.486,2
6.738,1.587,6.452,8.284,62.306,2
7.438,1.339,3.032,9.074,84.879,2
8.426,1.427,12.219,8.769,41.355,2
6.6,1.987,22.687,8.445,12.433,2
7.386,1.251,10.54,7.973,38.501,2
6.802,0.227,21.154,9.887,64.946,2
6.643,1.484,2.589,9.424,48.569,2
7.829,0.621,6.514,9.901,57.202,2
6.727,1.182,0.358,8.672,97.072,2
6.613,1.204,4.844,9.896,18.503,2
6.765,0.082,2.66,7.743,96.029,2
8.226,1.0,13.646,8.629,64.829,2
7.749,1.936,10.956,7.78,25.72,2
8.415,1.132,14.76,8.342,52.233,2
8.42,1.863,13.979,8.64,79.76,2
8.478,1.106,15.731,8.495,50.85,2
7.879,1.647,5.188,8.046,47.118,2
7.252,0.293,23.346,7.511,90.132,2
6.789,1.965,0.991,9.997,30.273,2
7.351,1.948,14.089,9.343,13.887,2
8.378,1.635,6.717,9.455,91.02,2
6.541,1.147,14.942,9.956,22.505,2
7.452,0.202,20.588,8.731,76.235,2
6.847,1.831,11.891,8.417,92.977,2
7.376,0.107,14.574,7.693,87.006,2
6.801,1.625,17.346,7.751,14.539,2
7.632,1.692,22.194,8.711,86.467,2
7.198,1.956,9.14,9.616,98.889,2
7.53,0.693,24.572,8.757,91.843,2
8.462,1.936,9.72,7.949,22.665,2
7.884,1.168,3.334,9.105,67.964,2
8.393,1.976,19.604,8.886,97.128,2
8.434,1.368,21.914,8.356,31.345,2
8.137,1.375,11.014,8.54,36.961,2
7.791,1.443,24.041,9.929,41.932,2
7.869,1.173,21.994,9.105,6.856,2
7.886,0.934,15.298,9.835,80.561,2
7.223,1.691,7.454,7.825,21.669,2
7.259,0.64,18.236,8.964,80.102,2
7.176,0.732,2.504,8.557,92.656,2
7.114,1.183,14.845,8.993,78.558,2
6.733,1.074,4.066,9.84,84.761,2
8.332,0.619,18.737,9.552,93.107,2
8.442,0.313,7.594,9.716,95.117,2
7.566,0.545,5.606,8.348,61.092,2
7.191,1.906,19.838,9.189,30.767,2
6.854,1.863,2.109,9.266,11.33,2
8.454,1.343,9.855,8.404,92.039,2
8.093,1.808,4.725,8.513,14.966,2
6.921,1.676,23.137,8.236,78.884,2
7.739,1.516,13.313,8.877,67.229,2
7.398,0.546,21.67,8.677,79.496,2
8.415,1.318,10.214,7.893,81.046,2
8.448,0.719,24.573,9.853,58.655,2
7.86,0.905,13.913,9.12,71.716,2
8.45,1.385,13.865,9.301,13.753,2
7.22,1.585,16.275,9.587,86.118,2
7.302,1.72,6.506,8.21,33.008,2
7.889,1.439,0.61,8.237,13.283,2
7.059,0.379,6.953,8.278,86.258,2
7.832,1.535,0.453,9.806,16.198,2
7.013,1.141,22.807,8.686,49.566,2
8.01,1.774,22.31,9.974,51.747,2
6.573,1.249,24.598,9.29,77.758,2
7.953,0.329,1.539,8.589,88.177,2
7.877,1.579,2.049,9.539,95.987,2
7.117,1.711,18.933,8.999,71.953,2
6.565,0.222,21.455,8.505,96.713,2
6.708,1.952,1.776,8.146,81.517,2
7.609,1.546,18.579,9.46,63.351,2
7.422,0.755,11.565,9.747,68.722,2
7.801,0.443,0.268,7.556,62.301,2
8.094,1.436,21.73,9.596,42.563,2
7.689,1.867,14.95,8.511,27.709,2
7.871,1.583,6.182,9.343,89.932,2
6.789,1.823,12.345,9.93,46.747,2
6.611,0.235,14.115,8.633,97.151,2
7.463,1.296,3.9,8.935,39.752,2
6.991,0.653,15.29,9.131,58.829,2
8.481,1.854,4.988,9.079,40.59,2
7.328,0.402,3.203,8.712,50.609,2
7.447,1.415,13.616,7.559,98.134,2
6.899,0.525,21.547,8.456,72.5,2
6.699,1.813,7.862,8.531,90.123,2
6.947,0.926,12.615,8.697,94.979,2
7.521,0.808,18.741,8.71,74.908,2
7.304,1.465,9.025,9.468,93.162,2
6.738,0.374,3.899,8.757,85.783,2
8.104,1.403,4.646,9.346,64.472,2
7.142,1.4,13.705,8.516,8.651,2
7.96,1.459,7.899,7.626,32.07,2
6.654,0.63,6.83,7.909,57.02,2
6.641,0.589,1.144,9.756,79.211,2
8.315,1.868,17.79,7.711,80.053,2
7.418,1.883,21.156,9.709,67.087,2
7.073,0.047,0.899,9.723,89.611,2
7.442,1.661,15.845,8.518,1.403,2
7.317,1.518,19.215,9.197,93.558,2
6.564,1.441,23.019,7.523,40.743,2
8.258,0.492,1.461,8.432,90.599,2
8.277,0.839,12.129,7.561,63.079,2
6.54,0.077,11.201,8.67,52.924,2
7.788,1.406,15.592,8.055,96.525,2
8.217,1.986,2.709,7.798,28.33,2
7.207,1.31,23.514,8.197,59.024,2
8.177,1.621,19.794,7.999,39.142,2
7.478,1.057,16.747,8.155,13.087,2
7.64,1.662,3.836,9.378,24.698,2
6.809,0.085,20.282,9.538,67.157,2
6.663,1.864,1.97,8.925,16.835,2
6.747,0.866,22.62,9.682,68.621,2
8.364,0.106,4.663,9.397,56.796,2
7.585,0.895,12.233,9.393,53.27,2
8.163,1.548,6.257,8.823,39.563,2
7.049,1.542,19.968,9.365,50.262,2
6.5,1.596,8.969,8.698,72.692,2
7.729,1.14,21.593,8.31,33.833,2
7.966,1.341,4.048,8.226,4.654,2
8.119,1.199,20.209,7.529,10.504,2
7.657,1.09,2.693,9.498,36.588,2
7.639,1.203,18.802,9.934,46.972,2
7.806,0.606,12.556,9.281,76.129,2
8.375,0.409,24.757,9.899,74.375,2
7.58,1.709,13.28,9.428,36.09,2
6.82,1.187,7.267,8.757,62.73,2
7.018,1.969,6.222,7.841,66.06,2
7.524,1.225,9.547,8.711,46.241,2
7.656,0.762,3.102,9.809,86.216,2
7.779,1.191,17.473,8.186,18.464,2
7.137,1.431,23.945,8.961,40.414,2
6.673,0.908,6.459,9.609,67.69,2
7.219,0.635,12.746,8.557,79.915,2
7.101,1.57,2.855,7.554,25.943,2
8.159,1.178,22.598,8.117,29.836,2
6.636,1.013,2.113,7.63,48.472,2
8.305,1.742,17.696,7.68,8.24,2
7.794,0.469,20.351,8.986,97.365,2
7.262,1.601,16.672,7.514,54.777,2
6.857,1.637,6.825,9.119,68.496,2
8.087,0.448,7.891,9.097,81.177,2
6.97,1.103,14.953,7.921,4.803,2
6.692,0.699,5.933,9.972,71.168,2
8.176,1.649,7.778,9.365,12.802,2
7.773,1.184,18.928,8.987,98.517,2
7.503,1.496,8.235,8.449,65.85,2
7.844,0.228,6.528,7.725,86.263,2
7.048,1.549,10.449,8.787,70.202,2
7.064,1.748,10.443,9.017,67.267,2
6.504,0.671,18.322,8.297,52.046,2
7.641,1.694,20.71,7.765,41.324,2
8.064,0.911,18.481,8.931,54.151,2
8.266,0.191,23.935,7.89,72.266,2
7.126,0.167,9.091,9.469,86.55,2
6.781,1.47,10.236,7.853,78.833,2
7.97,1.148,24.946,7.922,87.445,2
6.687,0.384,4.56,9.403,97.253,2
7.163,0.759,15.66,8.992,50.176,2
7.984,1.79,19.018,9.192,56.624,2
7.177,0.585,11.005,8.189,73.913,2
8.119,0.609,18.918,8.493,76.508,2
7.017,0.872,13.717,8.503,78.448,2
7.95,1.252,23.078,7.731,73.391,2
8.063,1.486,3.492,9.117,32.471,2
7.126,1.613,24.528,8.427,96.183,2
7.243,0.08,14.835,9.122,79.565,2
7.862,1.682,3.016,9.783,44.036,2
8.498,1.416,8.332,7.886,61.397,2
8.265,1.82,8.9,8.104,16.538,2
7.577,1.575,1.681,9.217,33.845,2
8.049,1.324,4.629,8.195,20.319,2
8.29,0.905,21.117,9.298,75.725,2
6.835,0.992,19.526,7.61,68.181,2
8.33,1.656,20.249,9.918,36.446,2
7.058,1.046,6.109,9.434,37.468,2
7.506,1.128,4.314,9.164,66.622,2
8.454,0.827,14.391,8.615,98.193,2
7.396,1.75,16.853,9.179,10.67,2
8.34,0.219,5.316,9.307,55.676,2
6.627,1.417,5.027,9.566,77.222,2
7.505,1.313,14.514,8.214,6.206,2
7.651,0.031,1.987,9.282,99.87,2
6.802,0.034,12.871,8.446,62.487,2
7.364,1.306,12.681,9.291,85.582,2
6.565,1.045,18.105,8.241,36.403,2
8.385,0.335,15.456,7.822,66.32,2
7.708,1.782,11.611,8.722,5.682,2
6.829,1.946,18.342,9.112,30.312,2
8.343,0.959,12.795,8.899,75.074,2
7.172,1.399,6.61,8.105,38.685,2
7.784,0.619,19.506,8.964,71.834,2
7.139,0.42,0.424,8.928,54.466,2
6.646,1.305,15.206,9.244,29.366,2
7.51,1.951,13.246,8.48,26.184,2
7.041,1.453,15.121,9.781,5.875,2
7.063,0.251,16.322,9.153,55.123,2
7.672,0.871,11.308,9.397,92.2,2
7.33,0.264,10.571,8.758,85.49,2
8.33,1.176,14.072,7.878,63.923,2
6.581,1.906,7.916,9.526,68.196,2
6.739,1.253,16.906,9.921,64.064,2
6.74,0.67,19.714,7.535,77.693,2
8.101,1.799,13.359,9.53,21.346,2
7.965,0.941,19.018,7.891,79.79,2
6.684,0.819,9.157,9.246,72.879,2
8.124,1.725,24.626,9.401,34.175,2
8.175,0.171,0.838,9.642,54.259,2
6.893,0.709,22.381,9.109,56.33,2
7.9,1.447,0.297,9.178,14.431,2
7.499,1.488,23.827,8.557,29.883,2
7.829,1.449,19.457,8.695,5.279,2
7.86,1.975,23.929,9.485,69.96,2
7.626,0.421,22.761,8.743,94.693,2
7.267,0.95,19.396,8.961,54.428,2
6.857,0.366,4.66,8.639,66.456,2
6.563,1.672,10.947,9.143,47.227,2
8.01,1.259,14.385,9.238,96.611,2
6.807,1.001,2.983,8.742,58.771,2
6.765,1.772,20.507,8.877,31.638,2
8.101,0.64,9.636,8.957,69.791,2
8.308,1.347,0.103,9.631,71.764,2
7.594,0.301,15.084,9.411,97.657,2
7.209,1.782,23.417,8.501,52.898,2
7.386,1.942,12.853,7.847,79.908,2
7.36,1.46,15.326,8.051,36.785,2
7.593,0.944,7.038,9.508,76.703,2
7.892,1.969,6.353,7.509,15.842,2
7.044,1.065,20.917,7.984,21.061,2
6.549,0.806,23.292,9.472,60.353,2
7.84,0.558,12.806,9.357,84.938,2
6.95,1.016,7.811,9.414,80.337,2
7.277,1.147,17.133,9.488,73.096,2
8.082,1.959,22.556,8.205,13.17,2
8.42,0.108,13.841,9.349,75.105,2
8.242,1.662,17.187,8.138,55.133,2
6.567,1.357,23.437,9.359,81.408,2
7.326,1.063,10.855,8.19,19.062,2
7.496,1.518,4.685,9.769,92.486,2
7.838,1.448,21.191,9.749,66.905,2
7.652,1.004,0.311,9.278,79.072,2
8.01,1.888,3.582,8.813,42.722,2
8.421,1.436,12.643,8.087,70.895,2
7.069,1.157,11.489,8.306,17.546,2
8.088,1.467,20.599,9.457,18.864,2
8.466,1.957,22.667,8.484,46.274,2
8.492,1.054,6.884,9.761,82.514,2
7.243,1.965,2.676,7.958,79.111,2
6.73,0.617,8.47,9.857,61.023,2
7.78,1.642,20.539,9.264,24.746,2
7.528,0.03,15.204,9.727,57.332,2
7.032,1.229,23.254,8.709,67.038,2
7.582,0.743,2.15,7.521,61.475,2
8.146,0.557,15.068,8.276,82.053,2
6.884,1.082,4.495,8.46,10.247,2
7.77,1.713,8.449,7.566,53.627,2
7.359,0.175,20.929,9.737,61.898,2
7.57,0.534,17.304,7.793,70.225,2
7.218,1.062,2.351,9.171,75.798,2
8.395,0.404,14.515,7.823,79.184,2
6.821,0.88,12.946,7.524,68.771,2
8.1,1.629,4.682,7.621,56.012,2
6.52,1.844,1.067,9.872,44.099,2
6.65,1.526,24.553,8.915,64.029,2
7.998,1.029,19.283,9.258,39.658,2
8.131,0.945,22.195,9.794,68.355,2
6.628,0.95,15.191,9.565,61.782,2
7.57,0.073,6.199,9.814,97.562,2
6.54,1.588,7.004,9.468,3.242,2
8.017,1.193,5.578,9.907,19.221,2
6.786,1.483,8.384,8.641,41.305,2
7.946,1.185,22.701,8.765,46.852,2
7.717,0.338,7.384,7.813,53.905,2
6.844,1.866,22.244,9.83,99.965,2
6.843,1.148,7.524,8.569,94.678,2
6.515,0.25,5.71,9.929,82.301,2
8.165,0.215,15.631,9.485,72.499,2
8.106,0.308,14.898,7.971,92.211,2
6.588,1.959,4.319,9.724,98.968,2
6.594,1.279,4.603,8.803,59.121,2
8.166,1.088,16.938,7.773,60.308,2
7.353,1.612,24.375,9.16,34.735,2
7.785,1.367,20.582,7.919,69.116,2
6.739,1.821,22.326,8.217,60.509,2
8.254,0.406,24.273,9.975,57.207,2
7.697,0.404,17.017,9.853,95.747,2
6.651,0.688,7.969,9.863,67.07,2
7.404,1.961,2.782,9.353,72.702,2
7.74,1.727,13.166,9.112,86.935,2
6.969,1.42,17.721,9.042,43.891,2
7.046,0.374,22.216,8.272,99.729,2
8.396,1.644,18.79,8.691,70.097,2
6.894,1.21,12.518,9.233,12.02,2
7.362,0.723,6.188,9.755,69.849,2
6.901,1.453,3.45,9.983,88.937,2
7.262,0.38,2.396,8.199,77.476,2
6.553,1.327,17.336,8.515,20.85,2
7.227,0.191,11.811,7.769,96.938,2
7.339,1.644,6.444,9.507,85.048,2
7.976,1.274,8.544,7.642,92.185,2
6.686,1.926,23.339,8.248,85.98,2
8.426,1.135,14.319,9.9,24.859,2
8.184,0.224,2.998,8.921,81.789,2
6.776,0.91,9.136,8.144,66.936,2
6.76,1.365,18.771,8.262,87.594,2
7.624,1.055,8.728,9.04,73.798,2
7.536,0.463,17.655,7.788,85.957,2
8.316,0.633,10.322,8.894,72.815,2
8.172,1.01,16.15,9.83,52.596,2
8.396,1.68,14.648,7.782,75.424,2
8.253,1.477,15.878,9.167,8.902,2
6.872,1.246,18.312,8.858,80.811,2
7.762,1.018,9.627,7.772,47.436,2
6.636,1.813,24.448,8.737,21.318,2
7.889,1.882,24.294,8.709,64.138,2
6.856,1.073,24.28,8.311,30.027,2
7.269,1.324,7.078,9.319,9.177,2
7.832,1.49,7.781,9.191,36.69,2
6.847,1.627,4.928,8.584,68.549,2
7.389,1.645,4.313,8.929,70.067,2
7.25,1.318,14.398,8.607,12.068,2
6.576,0.28,19.467,8.573,76.523,2
7.393,0.379,8.848,8.571,68.096,2
8.374,1.757,2.512,9.723,31.81,2
7.188,1.037,18.685,9.786,94.677,2
7.763,1.478,11.766,8.141,26.726,2
8.455,0.012,2.573,7.859,77.115,2
6.539,1.898,18.634,8.705,13.111,2
7.743,1.377,14.586,9.536,86.324,2
6.762,1.44,5.594,7.906,26.971,2
7.769,1.195,5.203,9.426,16.659,2
6.916,1.816,21.736,7.888,67.192,2
6.854,1.441,24.923,8.582,34.617,2
7.729,1.972,20.779,9.456,51.14,2
6.67,1.001,7.84,8.738,12.148,2
8.043,0.737,2.161,8.046,81.537,2
7.15,0.725,22.493,9.489,64.92,2
7.784,0.8,11.258,8.316,81.728,2
7.812,0.276,14.184,8.253,56.956,2
7.147,1.417,1.801,9.052,71.466,2
8.3,1.342,18.747,9.199,6.719,2
7.509,1.304,6.179,7.743,10.53,2
6.693,0.9,20.554,8.247,78.718,2
6.824,1.605,11.729,8.727,42.08,2
7.084,1.06,4.024,8.698,4.08,2
6.837,0.648,6.509,9.671,68.876,2
7.592,1.056,3.181,7.505,15.423,2
7.485,0.307,22.246,8.895,75.145,2
8.228,0.623,4.565,7.622,86.191,2
7.209,1.359,20.376,9.632,79.784,2
6.585,0.644,10.433,9.215,86.738,2
7.211,1.425,4.712,9.372,71.358,2
7.522,1.886,11.678,9.756,28.495,2
8.173,0.282,11.032,9.728,92.31,2
8.158,1.7,19.217,7.571,20.606,2
8.108,0.718,8.656,9.051,68.788,2
7.934,1.21,20.801,7.754,20.132,2
8.456,1.776,14.608,8.279,36.962,2
6.776,0.982,21.594,9.387,57.972,2
6.828,1.38,2.925,7.997,34.126,2
7.933,0.534,15.649,8.752,83.589,2
8.348,1.098,6.146,9.696,21.482,2
8.12,0.363,18.304,9.489,58.964,2
8.228,1.407,24.953,8.73,30.026,2
7.23,0.804,20.695,9.216,52.181,2
7.295,1.631,5.857,8.079,71.482,2
7.581,0.997,3.538,8.979,72.555,2
8.237,1.902,15.067,8.025,70.356,2
6.503,0.107,17.618,8.843,62.666,2
7.789,0.646,16.878,8.328,61.374,2
6.584,0.967,12.52,9.638,63.019,2
7.66,1.785,15.362,7.688,75.226,2
6.988,1.959,16.847,7.973,98.598,2
7.337,1.093,8.48,8.973,35.12,2
6.582,1.395,17.709,7.76,26.586,2
7.302,1.545,21.176,8.504,8.834,2
7.738,0.247,14.142,7.64,97.029,2
7.084,0.327,17.286,8.147,82.8,2
8.277,1.496,3.388,8.272,18.908,2
6.722,1.687,11.84,8.654,34.995,2
7.747,1.742,1.758,9.997,46.783,2
7.253,0.9,2.707,9.639,73.938,2
6.74,1.764,6.826,7.7,63.922,2
8.265,1.419,1.662,9.236,68.092,2
8.362,0.404,7.671,9.472,95.545,2
6.755,1.804,22.023,8.904,40.544,2
7.575,0.278,10.597,7.808,58.766,2
8.004,1.457,23.216,8.201,58.849,2
6.711,1.119,4.731,7.695,69.251,2
6.714,0.737,16.305,9.173,73.835,2
6.989,1.894,20.016,9.401,46.721,2
6.92,1.15,9.087,7.889,8.674,2
6.901,1.849,4.682,8.866,6.975,2
7.658,1.562,19.586,9.928,18.925,2
7.851,1.191,6.036,9.813,43.077,2
6.89,1.532,20.444,8.719,41.827,2
6.869,1.273,9.948,8.798,14.358,2
7.404,1.529,9.429,7.755,39.33,2
7.752,1.712,15.523,9.505,57.79,2
8.337,0.133,18.027,9.324,93.02,2
7.643,1.582,4.025,8.565,8.888,2
8.047,0.269,2.735,8.405,87.614,2
6.695,1.732,19.202,7.811,83.522,2
8.401,0.799,0.485,8.136,94.86,2
7.85,0.161,0.111,7.638,75.574,2
6.994,1.359,22.506,7.631,51.925,2
8.39,0.303,9.926,9.017,58.345,2
8.313,0.328,4.092,9.628,66.622,2
7.357,1.705,6.231,9.564,4.112,2
7.213,1.283,21.329,8.272,71.383,2
6.554,1.147,10.751,9.58,71.345,2
8.18,0.177,18.995,7.646,59.667,2
7.498,1.417,5.655,8.082,36.858,2
7.793,0.79,24.822,9.914,81.711,2
8.197,1.959,22.336,8.38,89.169,2
7.395,1.306,11.746,7.544,97.496,2
7.483,1.221,4.349,8.14,82.196,2
8.453,1.318,5.8,8.068,73.924,2
6.537,1.612,7.855,9.216,71.677,2
7.226,0.292,9.988,7.671,84.012,2
7.385,1.345,13.944,8.509,52.942,2
8.487,1.971,2.106,9.981,83.317,2
7.924,1.75,9.789,8.551,72.753,2
7.325,0.962,21.452,8.175,50.033,2
8.385,1.131,0.682,9.915,9.813,2
7.917,1.863,14.282,9.548,7.693,2
7.883,0.902,5.148,8.435,76.219,2
7.584,1.051,3.907,9.134,79.943,2
6.93,1.58,11.594,8.885,81.969,2
7.528,1.265,17.94,7.536,41.463,2
8.113,1.372,15.267,9.046,9.877,2
8.201,0.018,7.457,9.479,77.134,2
7.102,0.516,4.663,9.535,93.691,2
7.554,1.898,21.084,9.124,72.276,2
8.414,1.988,14.029,8.193,12.607,2
8.325,1.847,21.743,8.257,73.99,2
7.765,0.541,13.222,9.085,52.06,2
7.377,1.355,17.225,9.59,1.752,2
8.396,1.176,6.318,8.711,99.315,2
6.725,1.641,22.065,8.194,67.933,2
7.357,0.316,22.27,7.916,74.721,2
7.495,0.516,13.548,7.587,75.605,2
7.74,1.515,17.226,9.911,11.27,2
7.947,1.05,5.0,9.998,28.606,2
6.974,1.536,12.298,9.502,2.246,2
7.051,0.635,16.624,8.35,83.324,2
8.191,1.433,10.111,8.152,57.087,2
8.123,1.226,12.119,8.813,76.084,2
6.967,1.92,21.78,7.734,62.774,2
7.623,1.689,0.001,8.931,84.796,2
6.744,1.06,15.643,8.673,97.337,2
6.848,1.6,14.226,7.638,23.282,2
8.059,0.495,11.586,9.587,53.775,2
7.946,1.302,14.73,7.988,80.166,2
7.224,1.207,4.278,8.106,28.276,2
6.783,0.066,22.243,9.549,85.17,2
7.933,1.785,15.244,8.673,72.135,2
8.001,0.626,13.269,8.424,65.229,2
7.731,1.209,10.014,9.224,2.964,2
7.071,1.873,8.939,8.376,9.844,2
7.095,1.499,12.558,7.872,34.477,2
7.931,1.869,21.967,9.741,11.103,2
7.703,1.364,7.446,7.683,46.196,2
6.567,1.986,11.858,8.193,86.98,2
7.297,1.035,1.272,7.843,79.767,2
6.708,1.229,13.142,9.463,75.243,2
7.508,1.056,17.385,7.995,63.698,2
6.543,0.974,3.646,8.143,83.091,2
6.958,0.809,12.202,9.347,88.864,2
8.229,1.013,20.316,7.543,53.299,2
6.526,0.791,20.238,9.089,63.807,2
8.199,1.14,12.312,9.148,66.86,2
7.691,0.134,19.47,9.697,54.141,2
6.721,0.734,4.647,9.074,54.701,2
6.822,0.974,5.173,9.943,98.359,2
6.666,1.923,10.361,7.608,59.01,2
7.157,1.191,22.29,9.911,64.838,2
7.198,0.393,21.633,9.313,72.924,2
6.792,1.503,16.58,8.06,20.663,2
7.097,1.643,15.318,7.647,48.446,2
6.956,1.116,16.504,9.17,26.522,2
8.424,1.254,6.101,7.844,64.505,2
7.278,1.706,4.469,8.977,55.213,2
7.46,0.271,17.654,8.474,96.583,2
6.971,1.908,16.69,8.356,88.94,2
7.535,1.022,0.048,9.008,12.536,2
6.896,1.332,10.609,7.61,70.337,2
7.393,0.321,4.13,8.814,78.759,2
7.043,0.196,14.858,8.71,85.957,2
7.87,1.219,4.723,9.836,49.221,2
6.834,1.04,0.853,9.972,58.861,2
7.016,1.322,6.142,9.171,12.153,2
6.937,1.683,14.959,9.822,42.857,2
7.948,1.098,19.204,9.279,60.152,2
7.171,0.752,1.947,7.724,71.435,2
6.934,1.542,2.222,8.233,0.951,2
7.868,0.462,2.595,8.429,86.32,2
7.031,1.516,18.454,8.452,34.583,2
6.614,0.606,16.834,9.544,77.627,2
7.05,0.618,23.547,8.409,58.125,2
8.175,1.912,18.177,9.957,78.031,2
7.05,1.379,20.442,9.885,85.019,2
8.312,0.09,19.783,9.94,96.911,2
7.315,0.038,0.896,8.803,55.605,2
6.541,0.474,9.045,9.467,89.688,2
6.941,1.534,15.753,7.667,52.488,2
7.66,1.505,9.25,8.7,8.919,2
6.546,1.685,11.274,7.548,84.521,2
6.684,1.777,17.392,9.278,82.507,2
7.249,1.636,8.45,7.72,39.992,2
7.406,1.043,15.062,9.475,60.14,2
7.199,0.387,23.81,8.684,87.107,2
7.371,1.252,21.11,8.269,69.289,2
7.494,0.572,0.657,9.964,70.133,2
8.357,1.806,15.854,7.836,52.944,2
6.993,1.511,13.434,7.575,64.886,2
7.622,1.708,1.72,9.746,9.867,2
6.752,0.079,13.48,7.532,52.871,2
7.673,1.715,14.026,9.47,5.22,2
7.432,0.415,8.645,8.155,52.6,2
8.297,0.813,15.442,8.961,67.246,2
6.949,0.402,7.06,9.852,51.254,2
7.298,1.029,15.745,9.442,44.436,2
