MolecularWeight,TPSA,Complexity,HeavyAtomCount,RotatableBondCount,RDKit_logP,RDKit_TPSA,RDKit_MolWt,LD50
302.5,37.3,398,22,13,5.9927,37.3,302.458,1.481
160.25,40.5,87.6,11,6,1.5576,40.46,160.257,1.502
218.29,33.6,234,16,5,2.156,33.62,218.3,2.795
236.38,65.7,137,15,10,0.193,65.74,236.388,1.797
322.32,103,477,20,7,2.4539,79.65,322.323,3.809
250.38,40.5,242,18,4,4.473,40.46,250.382,2.098
144.38,23.8,82.7,6,0,1.88018,23.79,144.388,2.762
208.26,41.6,219,15,3,1.77922,41.57,208.261,3.841
298.4,79.7,422,21,2,3.7647,54.37,298.363,2.846
253.71,78.4,256,16,3,3.0906,50.19,253.71,2.475
283.28,74.7,431,21,4,2.3006,74.68,283.283,1.85
156.18,25.8,108,12,1,2.1436,25.78,156.188,2.958
276.91,44,176,11,0,2.78888,44.02,276.915,3.164
237.29,38.8,247,17,5,2.23274,38.77,237.299,2.622
281.31,88.9,330,17,8,2.3388,56.79,281.314,3.574
238.82,36.3,139,14,10,3.7245,17.07,238.824,1.625
321.4,122,327,19,7,4.1255,61.6,321.36,3.109
159.08,25.3,28.9,7,4,2.1972,0,159.081,3.971
261.23,76.1,446,19,2,1.4483,77.76,261.233,2.697
194.27,26.3,251,14,2,1.8825,26.3,194.274,1.841
216.23,61.8,224,15,8,1.033,61.83,216.233,2.369
177.2,46.2,195,13,3,1.6042,46.17,177.203,1.581
283.4,97.2,300,16,6,3.8315,46.61,283.355,3.696
251.22,52.2,344,17,4,1.1557,52.19,251.226,3.701
272.8,0,234,11,0,4.5523,0,272.773,2.322
116.2,52,68.9,8,2,0.461,52.04,116.208,2.431
223.4,66.4,175,14,4,4.1885,12.89,223.366,2.245
169.18,59.3,192,12,7,0.64588,59.32,169.18,2.179
384.4,102,587,25,8,3.3059,71.81,384.394,4.439
352.1,50,310,19,3,7.0912,24.72,352.073,1.945
135.16,43.1,125,10,1,1.4714,43.09,135.166,2.55
365.3,97.2,517,24,6,3.6649,65.07,365.347,2.864
184.49,9.2,107,10,3,2.3528,9.23,184.491,1.53
230.3,0,206,18,2,5.0206,0,230.31,2.084
102.16,56.2,63.2,6,0,-0.5359,24.06,102.162,1.746
162.23,38.7,73.7,11,7,0.6679,38.69,162.229,1.536
146.11,0,99.9,10,0,2.7054,0,146.111,0.989
182.22,49.7,138,13,4,0.72702,49.69,182.219,2.465
76.15,64.2,18.3,3,0,1.0181,0,76.145,1.378
100.16,15.3,48,7,0,-0.4786,15.27,100.165,1.549
176.3,98.3,188,9,0,1.3379,15.6,176.291,2.666
86.09,26.3,77.6,6,0,0.3218,26.3,86.09,0.704
220.58,28.7,221,14,0,3.2351,28.68,220.581,4.51
122.16,9.2,72.6,9,1,2.00362,9.23,122.167,1.804
164.96,9.2,75.7,8,2,2.0293,9.23,164.966,1.661
237.09,72.2,190,12,3,1.135,72.19,237.097,2.875
175.05,0,73.3,10,2,3.1642,0,175.058,1.993
312.29,55.2,351,22,4,3.2671,55.24,312.291,2.644
213.19,89.9,198,12,5,0.8665,64.63,213.195,3.028
263.08,156,293,15,6,-1.3566,155.6,263.079,1.826
140.18,26.3,172,10,1,1.6582,26.3,140.182,1.756
122.12,37.3,93.1,9,1,1.2047,37.3,122.123,1.735
195.34,3.2,137,14,2,3.5836,3.24,195.35,2.641
142.97,37.3,88.9,7,1,1.2648,37.3,142.969,2.168
144.26,15.3,69.7,10,5,0.9361,15.27,144.262,2.045
325.3,106,418,19,6,1.833,65.07,325.348,4.065
109.94,23.8,59.3,5,0,1.31368,23.79,109.943,2.523
284.18,30.7,252,18,5,4.1688,30.71,284.19,2.126
78.11,0,15.5,6,0,1.6866,0,78.114,1.373
182.09,130,159,12,4,-1.2361,124.97,182.088,2.107
148.2,20.2,133,11,0,1.5362,20.23,148.205,2.171
343.93,28.7,249,15,0,4.1067,28.68,343.928,4.28
193.24,40.5,180,14,4,2.0509,40.54,193.246,1.932
424.7,74.4,556,24,4,4.5724,66.06,424.659,4.58
319.9,61.8,427,17,2,2.1472,61.83,319.911,2.204
219.28,12,232,17,2,4.5834,12.03,219.287,2.13
258.3,118,231,14,5,0.3023,53.96,258.305,4.333
342.4,61.8,348,25,12,3.4972,61.83,342.391,1.543
146.18,35.5,90.9,10,6,0.9761,35.53,146.186,1.466
150.22,17.1,225,11,1,2.1777,17.07,150.221,1.815
162.94,26.3,87.7,7,2,2.6086,26.3,162.94,2.87
174.24,41.8,169,13,2,2.0576,41.81,174.247,3.899
490.7,131,519,33,24,4.6102,105.2,490.659,0.691
185.22,61.4,215,13,2,0.3772,61.44,185.227,1.724
70.09,17.1,45.6,5,1,0.7614,17.07,70.091,2.532
190.28,27.7,100,13,8,2.2006,27.69,190.283,1.587
88.15,52,17.5,6,3,-0.316,52.04,88.154,2.28
130.14,46.5,117,9,4,0.098,46.53,130.143,2.322
327.4,36.4,390,24,6,3.0058,36.44,327.403,3.126
148.67,0,52.5,9,5,3.4416,0,148.677,1.307
188.51,23.8,109,8,1,2.55538,23.79,188.517,1.974
76.05,57.5,40.2,5,1,-0.9367,57.53,76.051,1.591
267.3,98,378,18,3,2.0674,89.62,267.306,1.348
346.4,17.8,445,26,4,5.0015,17.82,346.38,2.632
160.21,17.1,185,12,2,2.6789,17.07,160.216,1.592
292.29,94.8,287,18,7,2.3338,62.7,292.297,2.211
220.35,20.2,331,16,4,3.3874,20.23,220.356,1.763
137.14,45.8,130,10,0,1.90322,43.14,137.138,2.187
86.09,26.3,65.9,6,2,0.3454,26.3,86.09,2.492
90.03,74.6,71.5,6,1,-0.8444,74.6,90.034,2.38
321.4,56.1,523,24,3,3.05382,59.52,321.38,2.415
179.2,86.4,212,12,2,1.95798,61.09,179.2,3.334
118.09,70,103,8,2,-0.3158,69.97,118.092,1.373
181.19,55.1,176,13,2,2.382,52.37,181.191,1.86
129.24,12,49.6,9,4,1.888,12.03,129.247,2.7
116.14,73.2,122,7,0,-1.0093,41.13,116.145,2.442
100.16,17.1,76.7,7,1,1.6215,17.07,100.161,2.215
300.02,74.5,351,18,0,3.7967,71.82,300.023,3.518
297.65,107,326,17,4,3.7445,78.67,297.656,3.474
108.14,38.1,57.5,8,1,0.9722,38.05,108.144,2.76
250.29,32.7,390,19,1,3.00254,34.89,250.301,3.037
140.2,10.2,85,9,1,1.9839,9.23,140.207,1.906
294.31,99.8,273,18,9,3.4364,74.45,294.313,4.057
156.05,3.2,43.7,8,4,1.3958,3.24,156.056,4.193
168.06,0,125,11,0,2.3821,0,168.064,1.924
248.86,66.1,97.9,8,1,0.699,63.37,248.858,3.932
351.4,96.3,627,25,1,0.1652,96.3,351.399,4.014
223.27,58.6,212,16,5,1.7947,58.56,223.272,1.504
167.98,0,17.2,4,1,1.6074,0,167.977,4.225
115.17,12.5,59.5,8,1,0.3385,12.47,115.176,1.811
128.55,20.2,74.9,8,0,2.0456,20.23,128.558,3.507
88.15,52,28.7,6,2,-0.3176,52.04,88.154,1.815
143.57,46.3,99.1,9,0,1.6278,46.25,143.573,2.318
189.27,20.3,131,13,7,2.3847,20.31,189.274,3.709
216.27,52.6,169,15,10,2.0631,52.6,216.277,1.435
173.21,46.6,168,12,5,0.4179,46.61,173.212,0.916
290.9,55.1,233,15,1,4.217,52.37,290.917,3.049
258.07,80.4,244,14,3,1.0687,80.39,258.071,2.509
157.2,92.6,95.7,7,2,1.179,35.25,157.2,2.798
370.28,151,454,24,5,3.8317,113.97,370.279,3.074
240.37,27.7,164,16,7,1.942,27.69,240.375,1.931
155.16,77.6,107,8,3,1.4527,52.32,155.159,4.492
271.03,44.8,243,15,4,3.7731,44.76,271.036,2.734
286.5,20.2,496,21,5,5.5103,20.23,286.459,2.156
552.6,105,704,41,16,5.4008,105.2,552.579,2.679
78.5,17.1,20,4,1,0.4241,17.07,78.498,3.02
167.2,52.3,220,12,3,1.4178,52.32,167.208,2.703
190.31,27.7,110,12,7,1.76,27.69,190.315,0.918
148.16,37.3,155,11,2,1.7844,37.3,148.161,1.773
235.35,44.6,242,16,5,3.1297,12.47,235.352,3.293
203.28,20.3,235,15,3,2.92402,20.31,203.285,2.132
265.39,30,236,19,6,1.577,29.95,265.401,2.345
238.26,95.1,287,15,8,-0.4726,86.74,238.261,1.231
102.13,37.3,59.1,7,3,0.3479,37.3,102.133,1.203
261.06,49.9,326,16,1,1.436,57.14,261.064,2.526
153.14,55.1,135,11,1,1.6034,52.37,153.137,1.77
212.24,37.3,207,16,3,2.9031,37.3,212.248,1.583
173.25,12,227,13,0,3.294,12.03,173.259,1.938
126.11,60.7,63.3,9,0,0.8034,60.69,126.111,1.385
171.24,53.3,169,12,5,1.46618,53.25,171.24,1.728
446.6,43.4,666,33,13,8.14056,43.37,446.631,1.672
339.4,110,543,24,5,0.7272,109.77,339.388,6.332
198.3,26.3,195,14,3,3.1544,26.3,198.306,1.598
193.24,38.3,193,14,2,2.33006,38.33,193.246,3.036
149.23,23.8,208,11,3,3.20268,23.79,149.237,1.683
142.2,25.1,99.8,10,5,1.3444,25.06,142.198,2.124
297.22,117,539,22,1,2.0684,114.58,297.222,2.172
181.4,0,94.3,9,0,3.6468,0,181.449,2.38
99.13,33,71.4,7,3,0.93658,33.02,99.133,1.491
346.36,163,493,23,6,1.7768,149.68,346.365,1.54
221.29,38.3,218,16,5,3.3084,38.33,221.3,3.646
254.3,34.5,298,18,2,4.2758,9.23,254.354,1.928
247.36,57.1,202,16,10,1.7607,57.12,247.367,2.544
339.19,96.3,296,20,4,2.0115,96.28,339.193,2.13
294.35,68.8,326,21,5,1.1942,68.82,294.351,2.147
193.24,23.8,207,15,2,3.34208,23.79,193.249,1.742
437.8,3.2,253,31,27,10.7105,3.24,437.841,2.167
71.08,44,60.5,5,0,-0.10922,44.02,71.079,2.912
103.17,64.1,26.1,7,4,-1.5066,64.07,103.169,1.98
468.53,27.7,424,27,6,6.123,27.69,468.537,3.415
363.4,147,559,25,7,1.8729,138.59,363.395,2.384
86.13,9.2,39.2,6,2,1.5565,9.23,86.134,1.267
147,0,54.9,8,0,2.9934,0,147.004,2.468
200.32,37.3,132,14,10,3.9919,37.3,200.322,1.223
239.74,29.1,232,16,4,4.02312,29.1,239.746,1.672
182.22,34.3,218,13,2,0.8626,34.29,182.219,1.93
88.11,21.8,44.8,6,2,0.0316,21.76,88.106,2.284
257.6,91.9,123,10,3,3.6268,9.23,257.616,2.223
516.5,94.6,864,38,11,4.3948,97.99,516.55,2.236
109.13,46.3,74.9,8,0,0.9744,46.25,109.128,2.072
138.16,29.5,103,10,1,1.70922,29.46,138.166,2.271
375.2,88.9,409,22,5,5.26247,54.34,375.217,5.006
198.22,52.6,196,14,9,1.9202,52.6,198.218,1.491
262.35,58.9,332,19,4,3.1657,58.86,262.353,1.423
321.22,82.1,485,22,4,2.7683,82.14,321.225,3.662
199.2,45.8,218,15,1,3.2618,43.14,199.209,2.209
361.4,65.5,457,27,7,4.1124,65.49,361.397,1.922
212.2,98.3,207,15,4,0.3823,95.63,212.205,3.965
187.22,88.8,244,12,1,0.82392,80.39,187.22,1.344
350.4,58.6,428,25,8,3.3876,58.64,350.434,3.053
292.23,86.7,437,19,7,1.3488,88.88,292.228,5.466
161.03,0,92.9,9,0,3.30182,0,161.031,1.544
223.23,87.3,255,16,3,2.5517,84.6,223.232,1.913
362.8,86.1,499,22,6,4.43112,57.9,362.771,4.446
178.23,84.8,82.7,12,8,-2.4889,84.75,178.232,1.394
263.11,35.5,233,16,5,3.3238,35.53,263.12,2.846
124.99,0,43.5,6,2,2.0202,0,124.998,2.921
342.4,109,482,21,6,3.1183,53.35,342.382,1.261
144.21,37.3,93.4,10,5,2.2874,37.3,144.214,2.333
44.05,17.1,10.3,3,0,0.2052,17.07,44.053,1.824
309.32,112,388,22,6,3.332,106.59,309.322,2.615
199.03,25.8,147,12,0,2.9366,25.78,199.04,3.009
202.28,70.1,217,14,1,2.4953,38.05,202.282,4.528
120.15,12.5,94.7,9,1,1.7579,12.53,120.151,1.779
221.25,58.6,230,16,6,0.9735,58.56,221.256,2.284
255.78,23.5,226,17,5,2.8312,23.47,255.789,2.504
225.16,135,321,16,1,0.91032,129.37,225.16,2.574
264.3,26.3,331,20,6,3.9564,26.3,264.324,1.723
212.29,61.7,233,15,5,2.0069,61.69,212.293,2.611
393.7,0,353,15,1,5.2331,0,393.75,1.498
244.29,40.2,348,18,2,1.3752,40.16,244.294,2.298
273.37,52.3,371,20,7,4.1167,52.32,273.376,1.808
150.22,20.2,116,11,2,2.3041,20.23,150.221,2.031
272.23,72.5,178,17,12,1.0835,72.45,272.234,1.207
107.15,12.9,70.8,8,0,1.69844,12.89,107.156,2.127
237.3,43.1,290,18,1,2.4024,43.09,237.302,1.995
289.4,78.7,245,17,8,4.4294,21.26,289.406,2.984
191.27,21.3,185,14,1,2.1261,21.26,191.274,2.6
206.24,35.5,235,15,4,2.6536,35.53,206.241,1.777
68.12,0,38,5,0,1.7265,0,68.119,1.614
185.22,43.1,214,14,2,1.8676,43.09,185.226,1.462
245.7,61.8,287,16,3,2.1068,61.77,245.71,3.471
144.26,6.5,71.3,10,4,1.2358,6.48,144.262,2.293
223.05,49.7,156,13,3,1.6829,49.69,223.055,2.319
253.71,90.4,300,16,2,1.7158,62.2,253.718,2.626
381.7,12,214,27,24,9.198,12.03,381.733,1.588
126.18,26.8,67.4,8,1,0.9064,25.78,126.184,1.871
128.21,20.2,69,9,5,2.1136,20.23,128.215,2.576
136.19,25.8,87.8,10,0,1.71028,25.78,136.198,1.853
477.9,94.8,754,34,7,5.14652,94.83,477.9,3.905
148.2,17.1,123,11,2,2.29742,17.07,148.205,1.627
264.4,0,152,12,0,4.8201,0,264.366,1.923
219.27,76.5,194,15,3,1.4023,52.72,219.269,1.979
207.23,47.6,244,15,2,1.7282,47.56,207.229,3.683
146.57,52.9,137,9,3,0.25508,52.89,146.577,2.553
228.28,52.6,223,16,6,1.919,52.6,228.288,1.767
137.09,95.5,88.7,9,3,-1.4521,92.83,137.091,2.607
181.9,0,45.4,7,1,2.9855,0,181.877,2.57
345.6,18.5,279,21,4,5.2059,18.46,345.653,1.84
237.1,62.6,189,13,3,3.1701,37.3,237.107,2.096
234.3,93.5,287,15,0,2.57462,42.85,234.305,2.328
150.3,121,129,7,0,1.51629,38.91,150.253,1.693
69.07,41.6,28.1,5,0,-0.1953,41.57,69.067,1.596
151.12,62.9,156,11,1,1.4073,60.21,151.121,1.507
164.24,20.2,112,12,3,2.3448,20.23,164.248,1.96
158.19,54.4,144,11,5,0.5515,54.37,158.197,1.429
283.83,12.5,247,19,7,4.43,12.47,283.843,2.799
263.34,37.8,288,20,4,4.1187,37.81,263.344,2.703
390.6,52.6,396,28,16,6.433,52.6,390.564,1.354
196.29,0,168,15,2,4.477,0,196.293,1.633
130.14,46.5,109,9,4,0.0964,46.53,130.143,2.716
286.3,44.8,250,19,10,4.8069,44.76,286.308,2.126
394.9,29.6,583,20,0,3.6604,29.6,394.896,5.693
203.24,49.6,305,15,1,1.06662,52.95,203.245,2.078
334.4,34.1,487,25,3,5.4444,34.14,334.459,3.237
342.1,81.4,417,22,4,4.4805,78.67,342.134,1.728
303.3,74.3,392,20,5,3.60858,42.25,303.323,4.027
188.18,58.9,229,14,4,1.3582,58.86,188.186,1.621
84.07,26.3,104,6,0,0.447,26.3,84.074,2.176
251.28,45.6,393,19,1,2.39754,47.78,251.289,2.804
256.3,46.5,270,19,5,3.0513,46.53,256.301,2.409
185.22,46.3,177,14,1,2.6414,46.25,185.226,1.913
412.81,28.7,307,17,0,5.4135,28.68,412.818,5.08
161.48,0,54.3,6,0,2.3669,0,161.491,2.101
295.3,45.8,219,14,0,4.8618,43.14,295.336,2.429
162.15,46.4,206,12,0,0.1066,53.88,162.148,2.511
234.34,32.3,228,17,5,2.58374,32.34,234.343,2.869
208.33,36.9,91.2,13,8,1.568,36.92,208.33,1.521
164.2,26.3,146,12,3,2.2518,26.3,164.204,1.644
197.19,39.2,266,15,0,2.3412,43.1,197.193,1.994
977,391,1730,68,20,-5.2252,391.2,976.972,2.49
461.9,57.5,673,33,7,6.14712,57.53,461.945,3.036
211.5,0,104,10,0,2.5489,0,211.551,1.947
276.4,43.4,494,20,5,3.4458,43.37,276.376,3.201
324.4,74,426,24,5,3.6598,71.3,324.384,4.101
300.36,56.2,516,22,3,2.06422,56.22,300.362,2.222
350.4,52.6,579,26,5,5.23806,52.6,350.414,2.695
164.2,26.3,137,12,4,1.7922,26.3,164.204,1.697
313.31,85.8,328,20,7,4.0179,53.72,313.315,3.447
298.4,75.2,405,20,5,1.7982,49.85,298.408,1.962
132.23,42.4,63.5,8,4,1.717,17.07,132.228,1.645
195.15,48,172,12,3,0.7195,48,195.155,1.519
418.4,120,736,30,9,2.9708,117,418.446,2.184
250.33,46.2,118,17,14,1.1092,46.15,250.335,1.766
88.11,26.3,49.5,6,2,0.5694,26.3,88.106,1.246
295.29,84.1,423,22,4,2.9722,84.08,295.298,2.617
410.5,93.6,543,28,10,4.0575,68.31,410.536,3.592
236.12,64.4,181,13,2,2.2083,32.26,236.123,2.072
103.12,38.7,47,7,3,1.4845,38.66,103.121,3.094
159.18,62.5,118,11,7,-0.07442,62.48,159.185,1.075
303.4,29.5,332,22,11,3.7955,29.54,303.446,3.181
85.1,33,61.2,6,2,0.54648,33.02,85.106,1.287
377.3,101,300,19,8,6.0737,18.46,377.32,3.627
501.6,64.1,569,28,4,7.805,38.77,501.646,4.302
117.15,23.8,114,9,1,1.75268,23.79,117.151,2.637
161.27,57.9,126,10,3,2.2257,32.59,161.27,2.297
324.5,46.3,453,24,7,3.8709,46.33,324.468,3.356
269.5,12,145,19,16,6.0772,12.03,269.517,2.051
228.41,20.2,151,16,8,4.4919,20.23,228.42,1.155
273.72,52.7,458,19,1,3.1171,52.68,273.727,3.021
206.31,43.8,248,14,2,2.4953,15.6,206.314,3.084
246.21,98,306,18,2,1.74,97.99,246.218,2.09
204.09,26.3,213,13,5,1.9132,26.3,204.094,3.532
75.11,46.3,16.4,5,2,-0.6725,46.25,75.111,1.424
364.4,102,517,23,9,2.7374,71.81,364.404,3.431
280.24,102,414,17,5,0.685,71.81,280.242,5.05
268.27,86.1,292,16,8,2.3773,53.99,268.271,6.282
96.13,17.1,103,7,0,1.2956,17.07,96.129,2.64
140.14,34.9,115,10,3,1.0572,34.9,140.138,2.105
259.77,3.2,187,18,6,3.9276,3.24,259.78,2.034
260.28,78.9,266,18,11,1.2146,78.9,260.286,1.609
211.39,12,138,15,7,4.1251,12.03,211.393,2.474
131.17,52.3,93.1,9,4,1.2703,52.32,131.175,2.494
259.4,22.1,302,19,7,4.7155,22.12,259.393,2.511
100.12,32.7,72.1,7,2,0.7856,32.67,100.121,2.469
256.72,35.5,233,17,7,3.37052,35.53,256.729,2.449
159.44,0,69.3,7,2,2.5851,0,159.443,2.67
152.23,17.1,217,11,0,2.4017,17.07,152.237,1.539
110.15,17.1,114,8,1,1.6857,17.07,110.156,2.021
358.4,128,391,21,11,2.8988,71.06,358.418,1.952
206.27,64.2,180,14,3,2.67032,38.92,206.27,2.314
256.2,127,300,14,5,1.1134,77.35,256.245,4.409
112.17,27,85.9,8,3,0.85178,27.03,112.176,2.846
235.28,47.6,290,17,2,2.5084,47.56,235.283,4.894
278.26,77.7,346,20,8,0.7978,77.66,278.26,2.349
206.02,63.3,188,12,1,2.2738,63.32,206.028,1.77
342.1,67,399,21,3,3.9968,67.01,342.104,3.521
298.4,67.8,210,11,2,3.1383,34.14,298.427,1.916
106.16,0,51.1,8,1,2.249,0,106.168,1.482
186.21,35,175,14,2,2.57732,35.01,186.214,1.78
208.28,0,13.5,4,0,2.2986,0,208.28,2.39
277.75,38.1,303,19,4,2.72944,38.13,277.755,2.444
369.4,9.2,263,22,11,6.7972,9.23,369.387,3.17
308.34,99.8,296,19,9,3.6824,74.45,308.34,4.015
136.19,25.8,103,10,1,1.65584,25.78,136.198,2.475
126.2,20.2,107,9,1,1.7235,20.23,126.199,1.952
275.22,124,359,20,2,2.9522,118.54,275.22,1.246
123.11,45.8,102,9,0,1.5948,43.14,123.111,2.547
278.33,103,329,19,4,2.23462,74.44,278.333,1.652
498.5,170,489,28,11,6.2782,55.38,498.546,4.619
74.15,25.3,26.5,4,0,1.1217,0,74.148,2.465
149.19,63.9,55.7,10,6,-1.7347,63.93,149.19,1.271
111.18,3.2,100,8,3,1.309,3.24,111.188,2.122
307.82,50.9,326,21,6,3.3415,50.94,307.825,1.963
499.81,37.3,185,12,1,3.1986,37.3,499.811,2.789
198.22,52.6,250,14,4,1.203,52.6,198.218,2.452
169.45,0,51.5,6,1,2.5223,0,169.449,3.36
229.1,158,292,16,0,1.1168,149.65,229.104,3.059
226.27,75.3,305,16,4,1.185,75.27,226.276,3.258
116.16,29.5,63.5,8,1,0.5478,29.46,116.16,1.493
98.06,43.4,129,7,0,-0.374,43.37,98.057,2.389
148.2,20.2,132,11,2,2.0822,20.23,148.205,1.791
140.18,37.3,172,10,1,1.8174,37.3,140.182,1.816
231.33,20.3,260,17,5,3.3484,20.31,231.339,2.003
258.36,33.6,329,19,4,2.6447,33.62,258.365,2.537
349.4,68.5,540,26,5,3.93902,68.53,349.386,2.589
347.4,64.1,454,24,4,4.6771,38.77,347.411,4.143
93.51,43.1,44.9,5,1,-0.2895,43.09,93.513,2.831
289.19,58.9,144,17,12,1.3893,58.92,289.199,2.109
170.25,37.3,167,12,5,2.8436,37.3,170.252,1.814
302.4,94.9,297,17,5,5.3626,9.23,302.426,3.782
92.07,26.3,52.8,6,2,0.1289,26.3,92.069,4.42
206.24,46.5,241,15,4,2.5152,46.53,206.241,1.809
340.4,51.2,512,26,4,4.083,51.21,340.378,5.356
279.4,105,283,17,5,1.6466,54.37,279.387,3.425
333.6,50.6,293,17,5,5.3915,18.46,333.604,4.347
218.25,47.3,193,16,5,1.4544,47.28,218.256,1.652
309.8,29.5,321,21,8,3.9334,29.54,309.837,2.279
174.24,27,174,13,4,2.42658,27.03,174.247,1.556
357.4,104,459,22,7,3.9753,46.61,357.437,3.678
257.25,83.6,319,16,4,2.7628,51.48,257.251,2.41
164.2,18.5,141,12,1,2.1205,18.46,164.204,1.738
162.61,0,133,11,0,3.4932,0,162.619,2.024
267.28,154,263,18,5,-4.4924,153.64,267.278,1.126
190.24,26.3,208,14,4,2.8096,26.3,190.242,1.607
130.23,6.5,51.9,9,4,0.4997,6.48,130.235,2.502
375.1,44.1,474,24,2,5.409,44.12,375.133,3.194
181.23,43.7,118,13,5,0.4776,43.7,181.235,2.267
553.6,83.4,1100,42,7,5.4118,83.39,553.662,4.205
72.15,0,7.5,5,2,2.1965,0,72.151,2.256
473.5,203,922,30,5,1.99152,178.13,473.506,1.615
239.9,43.4,149,11,4,1.6636,43.37,239.869,1.93
96.1,0,46.1,7,0,1.8257,0,96.104,1.339
238.37,26.7,277,17,1,1.0293,26.71,238.375,2.678
45.08,26,2.8,3,0,-0.035,26.02,45.085,2.052
230.3,17.1,114,9,1,2.7294,17.07,230.305,3.061
305.26,66.5,365,22,3,3.6291,66.49,305.263,2.827
137.14,63.3,136,10,1,0.4911,63.32,137.138,2.146
288.17,80.3,323,17,9,3.1412,80.29,288.173,3.222
111.1,50.1,163,8,2,0.58678,50.09,111.1,3.046
160.17,26.3,220,12,0,2.10142,30.21,160.172,1.625
263.28,38.1,301,18,5,2.5916,38.13,263.281,2.545
138.25,0,131,10,1,3.3888,0,138.254,0.818
120.19,0,153,9,0,2.5287,0,120.195,1.508
309.31,83.1,549,22,5,0.988,83.09,309.318,2.189
143.41,0,10,4,1,1.6201,0,143.411,3.35
178.23,18.5,156,13,4,2.4323,18.46,178.231,2.179
372.8,80.6,524,26,4,3.34812,80.56,372.808,3.679
163.2,67.4,148,10,3,-0.4945,66.4,163.198,1.509
72.11,9.2,38.9,5,1,1.1664,9.23,72.107,1.586
315.19,155,563,23,0,2.6226,146.49,315.197,1.503
118.17,40.5,68.9,8,2,0.5282,40.46,118.176,1.504
298.17,77.8,432,19,2,2.89447,80.58,298.177,3.115
186.66,70.1,151,11,1,1.9955,38.05,186.667,4.608
350.8,102,412,23,6,3.5264,76.47,350.831,2.892
194.23,68.2,78.6,13,10,-0.9792,68.15,194.227,0.826
163.17,49.3,171,12,2,1.2052,49.33,163.176,1.882
382.5,83.8,487,27,14,3.9536,83.83,382.541,3.674
196.29,26.3,269,14,2,2.7643,26.3,196.29,1.336
368.3,160,692,24,2,0.9554,142.88,368.344,2.194
318.4,65,359,23,9,2.504,64.99,318.369,2.698
208.4,96,147,11,2,1.4126,6.48,208.377,2.666
90.55,0,41.6,5,0,2.1489,0,90.553,1.307
311.31,71.6,455,21,5,2.8819,63.24,311.309,2.618
210.21,104,257,14,2,2.17658,76.16,210.214,1.774
312.03,28.7,221,14,0,3.1863,28.68,312.032,3.512
339.5,35,374,24,4,3.9268,9.72,339.508,2.832
298.76,63.6,298,20,10,3.4608,63.6,298.766,2.422
122.16,20.2,90.6,9,0,2.00904,20.23,122.167,2.225
198.3,98.2,237,12,4,2.75136,47.58,198.316,2.405
310.5,35.5,378,22,11,5.062,35.53,310.478,1.094
206.24,52.6,251,15,2,0.5364,52.57,206.245,2.562
251.1,0,179,16,2,5.1452,0,251.156,2.4
251.4,12,285,19,2,3.8726,12.03,251.373,2.701
387.9,35.9,540,27,6,4.0049,35.91,387.886,2.688
415.2,100,594,25,3,4.7212,89.31,415.176,3.498
116.12,41.9,86.1,8,0,0.6952,41.9,116.12,2.146
312.8,0,171,14,0,5.34,0,312.838,2.029
124.1,80.3,163,9,2,0.01696,80.25,124.103,2.882
188.26,17.1,187,14,5,3.4591,17.07,188.27,1.631
260.8,0,160,10,1,4.7574,0,260.762,3.462
74.12,20.2,25.1,5,0,0.7772,20.23,74.123,1.326
88.11,37.3,42.8,6,2,-0.0438,37.3,88.106,1.607
174.12,99.5,203,12,0,-0.734,99.48,174.116,3.259
189.21,67.3,172,13,3,-1.1395,67.25,189.215,1.362
298.3,124,262,17,8,2.961,70.54,298.326,4.116
89.14,46.3,23.5,6,3,-0.2824,46.25,89.138,1.889
342.6,19.4,248,24,12,0.6336,19.44,342.576,2.023
174.19,52.6,135,12,7,0.8928,52.6,174.196,1.31
303.8,45.8,324,19,8,3.9309,37.38,303.855,2.784
136.15,26.3,104,10,2,1.5077,26.3,136.15,1.955
299.28,87.9,394,19,5,2.5801,55.84,299.288,1.783
461.8,40.5,385,22,1,7.992,40.46,461.77,3.108
361.7,64.3,432,24,4,5.458,61.6,361.703,1.859
227.67,66.3,352,14,2,2.15098,57.93,227.672,2.174
306.4,85.1,278,18,7,4.39322,27.69,306.389,4.34
289.29,96.4,333,18,5,3.64792,61.6,289.293,4.461
362.4,118,564,25,5,2.4247,109.93,362.407,1.811
181.8,17.1,82.2,7,0,2.122,17.07,181.833,2.482
260.21,108,334,16,1,1.9477,73.63,260.211,3.318
205.26,103,236,15,4,0.23654,97.78,205.265,2.499
136.15,37.3,123,10,1,1.69322,37.3,136.15,2.532
112.15,45.3,72.5,7,1,1.5606,17.07,112.153,2.088
412.81,28.7,307,17,0,5.4135,28.68,412.818,5.08
246.37,40.2,224,16,6,1.8221,40.22,246.379,1.302
104.15,40.5,39.3,7,2,0.1381,40.46,104.149,1.181
136.19,20.2,90.7,10,2,2.3447,20.23,136.194,2.435
206.26,77.9,152,13,8,0.8458,52.6,206.263,1.401
256.12,29.1,308,16,3,3.135,29.1,256.132,1.659
289.72,74.3,323,17,6,3.52188,42.25,289.724,5.161
358.5,32.3,573,27,4,4.68222,32.34,358.485,2.855
181.32,12,116,13,2,3.2414,12.03,181.323,2.687
97.12,44,99.9,7,2,0.44698,44.02,97.117,2.686
